,idnum,uniq_id,pais,year,wave,nationality,estratopri,strata,upm,prov1t,ur1new,q1tb,q2,wt,weight1500,core_a_core_b,a4,covid2at,idio2,idio2cov,fs2,fs2covidn,covid11n,it1,jc13,jc13covid,jc15a,jccov1,jccov2,vic1ext,aoj11,countfair1,countfair2,countfair3,countfair4,wvsi2,wvsi3,chm1bn,chm2bn,cses6n,b0t,b2,b3,b4,b6,b32,b47a,dst1bn,pr3dnr,pr3enr,drk1c,drk1n,drr1,drr1a,drr1b,m1,ing4,anestg,pn4,exc6,exc2,exc7new,mil10a,mil10e,ccch1,ccch3,ccch4,ccch6,ccus1,ccus3,ccus4,ccus6,ctaware,ctspecific1,ctdiffuse1,ctdiffuse2,edr,ocup4a,q10newt,q11n,q12c,q12bn,covidedu1_1,covidedu1_2,covidedu1_3,covidedu1_4,covidedu1_5,covidedu2,etid,gi0n,r3,r4,r6,r7,r15,r18n,r18,r16,r27,psc1n,psc1c1,psc1c2_1,psc1c2_2,psc1c2_3,psc1c2_4,psc1c2_5,psc1c2_6,psc1c2_7,psc1c2_8,psc1c2_9,psc1c2_10,psc1c2_11,psc1c2_12,psc1c2_13,psc1c2_14,psc1c2_15,psc1c2_16,psc1c2_17,psc1c2_18,psc1c2_19,psc1c2_77,psc1c3,psc1t1_1,psc1t1_2,psc1t1_3,psc1t1_4,psc1t1_5,psc1t1_6,psc1t1_77,psc1c4,psc1t2_1,psc1t2_2,psc1t2_3,psc1t2_4,psc1t2_5,psc1t2_6,psc1t2_7,psc1t2_8,psc1t2_9,psc1t2_10,psc1t2_11,psc1t2_12,psc1t2_13,psc1t2_14,psc1t2_15,psc1t2_16,psc1t2_17,psc1t2_18,psc1t2_19,psc1t2_77,psc1t3,psc1t4,psc2n,psc2r1,psc2r2_1,psc2r2_2,psc2r2_3,psc2r2_4,psc2r2_5,psc2r2_6,psc2r2_7,psc2r2_8,psc2r2_9,psc2r2_10,psc2r2_11,psc2r2_12,psc2r2_13,psc2r2_14,psc2r2_15,psc2r2_16,psc2r2_17,psc2r2_18,psc2r2_19,psc2r2_99,psc2r2_77,psc2c1,psc2c2_1,psc2c2_2,psc2c2_3,psc2c2_4,psc2c2_5,psc2c2_6,psc2c2_7,psc2c2_8,psc2c2_9,psc2c2_10,psc2c2_11,psc2c2_12,psc2c2_13,psc2c2_14,psc2c2_15,psc2c2_16,psc2c2_17,psc2c2_18,psc2c2_19,psc2c2_77,psc2f1,psc2f2_1,psc2f2_2,psc2f2_3,psc2f2_4,psc2f2_5,psc2f2_6,psc2f2_7,psc2f2_8,psc2f2_9,psc2f2_10,psc2f2_11,psc2f2_12,psc2f2_13,psc2f2_14,psc2f2_15,psc2f2_16,psc2f2_17,psc2f2_18,psc2f2_19,psc2f2_77,psc2f3,psc2f4_1,psc2f4_2,psc2f4_3,psc2f4_77,psc7n,psc8n,psc9n,psc14,psc12n,psc11n,psc11an,psc15,psc16,psc13n_1,psc13n_2,psc13n_3,psc13n_4,psc13n_5,psc13n_7,psc13n_11,psc13n_12,psc13n_13,psc13n_77,conocim,municipio1t,idiomaq,formatq,sexi,srvyrid,fecha,gpt_results,gpt_distance,gpt_num_preg,gpt_distance_norm,gpt_distance_norm_wt
2834,1332.0,21170001332.0,17,2021,2021,17,1708.0,1700002021,171574821,1700001.0,4.0,2,69,0.6068319,0.3023075,Core A,3.0,1.0,3.0,2.0,0.0,,2,2.0,2.0,,2.0,,2.0,,,,,2.0,2.0,1.0,,2.0,,1.0,5.0,7.0,6.0,7.0,7.0,7.0,7.0,2.0,1.0,1.0,4.0,3.0,2.0,,,1.0,7.0,1.0,2.0,0.0,,,,4.0,,,,,2.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1701077.0,1,6,1,44.0,2021-03-16,"(9.0, 9, 1.0)",9.0,9,1.0,0.6068319082260132
2837,307936.0,21170307936.0,17,2021,2021,17,1704.0,1700002021,171476721,1700024.0,3.0,1,30,2.5841355,1.2873474,Core A,1.0,2.0,3.0,2.0,1.0,1.0,2,2.0,1.0,,2.0,,1.0,,,,,2.0,1.0,,1.0,2.0,,4.0,1.0,5.0,4.0,1.0,7.0,4.0,1.0,2.0,1.0,3.0,4.0,4.0,2.0,,,4.0,5.0,3.0,3.0,0.0,,,,2.0,,,,,1.0,1.0,2.0,1.0,4.0,4.0,2.0,4.0,2.0,,,,,,,,,,,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1724077.0,1,6,1,44.0,2021-03-15,"(8.0, 10, 0.8)",8.0,10,0.8,2.0673084259033203
2838,102728.0,21170102728.0,17,2021,2021,17,1709.0,1700002021,172169321,1700002.0,1.0,1,72,0.9212027,0.45891866,Core A,27.0,4.0,1.0,,0.0,,2,1.0,,2.0,,,2.0,,,1.0,3.0,,,,2.0,2.0,,5.0,7.0,5.0,5.0,5.0,7.0,5.0,7.0,1.0,1.0,3.0,1.0,1.0,2.0,,,2.0,7.0,1.0,2.0,0.0,,,2.0,2.0,,,,,3.0,1.0,,,3.0,3.0,2.0,4.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1702001.0,1,6,1,44.0,2021-03-24,"(10.0, 10, 1.0)",10.0,10,1.0,0.9212027192115784
2840,146264.0,21170146264.0,17,2021,2021,17,1709.0,1700002021,171129321,1700002.0,1.0,2,22,1.177309,0.586504,Core A,1.0,3.0,1.0,,0.0,,2,2.0,2.0,,2.0,,2.0,,,3.0,2.0,,,,1.0,,,4.0,5.0,7.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,,,4.0,5.0,3.0,3.0,0.0,,,,3.0,2.0,1.0,,,,,,,2.0,2.0,3.0,4.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1702001.0,1,6,1,44.0,2021-03-04,"(7.0, 12, 0.5833333333333334)",7.0,12,0.5833333333333334,0.686763604482015
2842,390201.0,21170390201.0,17,2021,2021,17,1709.0,1700002021,171609021,1700002.0,1.0,1,55,0.55643415,0.27720067,Core A,71.0,3.0,3.0,1.0,0.0,,1,3.0,2.0,,2.0,,2.0,,,2.0,3.0,,,,1.0,,2.0,5.0,5.0,4.0,3.0,5.0,7.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,,,4.0,7.0,4.0,3.0,0.0,,,1.0,1.0,,,,,1.0,1.0,2.0,1.0,3.0,2.0,4.0,4.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1702001.0,1,6,1,44.0,2021-03-16,"(7.0, 11, 0.6363636363636364)",7.0,11,0.6363636363636364,0.354094461961226
2843,250172.0,21170250172.0,17,2021,2021,17,1709.0,1700002021,170804621,1700002.0,1.0,2,28,1.177309,0.586504,Core A,3.0,2.0,2.0,,0.0,,1,2.0,2.0,,2.0,,1.0,,,,,2.0,2.0,,1.0,2.0,,4.0,1.0,2.0,3.0,4.0,7.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,,,3.0,3.0,3.0,2.0,0.0,,,3.0,2.0,2.0,1.0,2.0,1.0,,,,,2.0,2.0,2.0,4.0,3.0,,,,,,,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1702001.0,1,6,1,44.0,2021-02-26,"(8.0, 11, 0.7272727272727273)",8.0,11,0.7272727272727273,0.8562247536399148
2844,82223.0,21170082223.0,17,2021,2021,17,1702.0,1700002021,172990621,1700006.0,3.0,2,61,0.63259983,0.3151444,Core A,71.0,2.0,2.0,,0.0,,2,1.0,,2.0,2.0,,2.0,,,,,1.0,2.0,1.0,,,,4.0,5.0,7.0,3.0,7.0,7.0,6.0,7.0,2.0,2.0,3.0,3.0,,2.0,,,2.0,7.0,2.0,2.0,0.0,,,,3.0,,,,,,,,,3.0,4.0,2.0,4.0,3.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1706077.0,1,6,1,44.0,2021-04-06,"(5.0, 8, 0.625)",5.0,8,0.625,0.3953748941421509
2845,21545.0,21170021545.0,17,2021,2021,17,1709.0,1700002021,171291721,1700002.0,1.0,2,45,0.58907264,0.2934603,Core A,71.0,1.0,3.0,2.0,0.0,,2,3.0,2.0,,2.0,1.0,,,,2.0,3.0,,,,2.0,,2.0,4.0,5.0,7.0,2.0,6.0,7.0,7.0,5.0,4.0,2.0,3.0,2.0,1.0,2.0,,,4.0,6.0,4.0,3.0,0.0,,,2.0,3.0,,,,,1.0,2.0,2.0,2.0,4.0,1.0,5.0,5.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1702001.0,1,6,1,44.0,2021-03-08,"(6.0, 10, 0.6)",6.0,10,0.6,0.35344358682632443
2846,202014.0,21170202014.0,17,2021,2021,17,1705.0,1700002021,170779021,1700013.0,1.0,2,39,0.88618225,0.44147238,Core A,71.0,2.0,3.0,1.0,0.0,,2,1.0,1.0,,2.0,,2.0,,,2.0,1.0,,,2.0,,,2.0,2.0,4.0,5.0,6.0,7.0,4.0,7.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,2011.0,1.0,2.0,4.0,2.0,2.0,0.0,,,,,2.0,1.0,4.0,,,,,,4.0,2.0,2.0,2.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1713077.0,1,6,1,44.0,2021-02-25,"(9.0, 11, 0.8181818181818182)",9.0,11,0.8181818181818182,0.7250582033937628
2847,88815.0,21170088815.0,17,2021,2021,17,1708.0,1700002021,171297421,1700001.0,2.0,1,44,0.5706071,0.2842613,Core A,3.0,2.0,3.0,1.0,0.0,,2,1.0,,2.0,2.0,,2.0,,,,,1.0,1.0,2.0,,,1.0,3.0,5.0,7.0,3.0,7.0,7.0,7.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,,,1.0,7.0,1.0,2.0,0.0,,,2.0,3.0,1.0,1.0,1.0,1.0,,,,,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1701003.0,1,6,1,44.0,2021-03-08,"(12.0, 10, 1.2)",12.0,10,1.2,0.6847285509109496
2848,64246.0,21170064246.0,17,2021,2021,17,1702.0,1700002021,171833521,1700006.0,2.0,2,56,1.0472984,0.5217362,Core A,59.0,2.0,3.0,2.0,0.0,,2,,,,,2.0,,,,3.0,,,,,,,,4.0,4.0,7.0,1.0,1.0,,1.0,1.0,2.0,4.0,4.0,4.0,3.0,1.0,1977.0,1.0,4.0,7.0,4.0,3.0,0.0,,,,4.0,,,,,1.0,3.0,1.0,3.0,4.0,3.0,2.0,4.0,2.0,,,,,,,,,,,,1.0,5.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,6,1,44.0,2021-03-18,"(7.0, 6, 1.1666666666666667)",7.0,6,1.1666666666666667,1.2218481699625652
2850,306863.0,21170306863.0,17,2021,2021,17,1709.0,1700002021,172031321,1700002.0,1.0,1,22,0.8014277,0.39924994,Core A,70.0,3.0,2.0,,0.0,,2,,2.0,,2.0,,,,,,1.0,,,,,,,5.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,,,5.0,3.0,4.0,3.0,0.0,,,3.0,4.0,1.0,2.0,2.0,2.0,,,,,3.0,3.0,3.0,4.0,3.0,,,,,,,,,,,,1.0,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1702001.0,1,6,1,44.0,2021-03-22,"(7.0, 9, 0.7777777777777778)",7.0,9,0.7777777777777778,0.6233326726489598
2851,401447.0,21170401447.0,17,2021,2021,17,1702.0,1700002021,170427821,1700006.0,1.0,2,47,0.63259983,0.3151444,Core A,1.0,2.0,2.0,,0.0,,2,2.0,,2.0,2.0,2.0,,,,2.0,,,,,1.0,,2.0,4.0,2.0,2.0,3.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,,,5.0,7.0,4.0,2.0,0.0,,,,,,,,,1.0,,1.0,2.0,4.0,2.0,2.0,,3.0,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1706013.0,1,6,1,44.0,2021-02-18,"(5.0, 7, 0.7142857142857143)",5.0,7,0.7142857142857143,0.45185702187674387
2852,20238.0,21170020238.0,17,2021,2021,17,1702.0,1700002021,172434821,1700006.0,1.0,1,36,0.59483683,0.29633185,Core A,3.0,3.0,3.0,2.0,0.0,,2,2.0,2.0,,2.0,1.0,,,,2.0,3.0,,,,,,,4.0,7.0,4.0,3.0,3.0,3.0,5.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,,,4.0,6.0,3.0,4.0,0.0,,,3.0,3.0,,,,,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1706004.0,1,6,1,44.0,2021-03-29,"(6.0, 9, 0.6666666666666666)",6.0,9,0.6666666666666666,0.39655788739522296
2853,308590.0,21170308590.0,17,2021,2021,17,1708.0,1700002021,170593921,1700001.0,2.0,1,70,1.1464189,0.5711154,Core A,3.0,2.0,2.0,,0.0,,2,2.0,,2.0,2.0,,2.0,,,2.0,1.0,,,,,2.0,,3.0,4.0,7.0,6.0,7.0,6.0,6.0,7.0,2.0,3.0,1.0,2.0,3.0,2.0,,,2.0,7.0,2.0,2.0,0.0,,,3.0,4.0,,,,,1.0,3.0,2.0,3.0,4.0,,,,2.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,6,1,44.0,2021-02-22,"(5.0, 9, 0.5555555555555556)",5.0,9,0.5555555555555556,0.636899405055576
2854,284330.0,21170284330.0,17,2021,2021,17,1704.0,1700002021,170504521,1700024.0,1.0,1,66,0.7840072,0.3905715,Core A,58.0,1.0,2.0,,0.0,,2,2.0,2.0,,2.0,2.0,,,,,,,2.0,1.0,,,2.0,4.0,5.0,7.0,4.0,4.0,7.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,2.0,,,4.0,7.0,3.0,3.0,0.0,,,,3.0,,,,,1.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1724015.0,1,6,1,44.0,2021-02-20,"(5.0, 7, 0.7142857142857143)",5.0,7,0.7142857142857143,0.5600051368985858
2861,24405.0,21170024405.0,17,2021,2021,17,1708.0,1700002021,170618721,1700001.0,1.0,2,33,0.27617496,0.13758302,Core A,1.0,1.0,2.0,,0.0,,2,4.0,,,2.0,,1.0,,,2.0,2.0,,,,2.0,2.0,,2.0,4.0,5.0,1.0,5.0,5.0,3.0,5.0,4.0,1.0,1.0,2.0,2.0,2.0,,,3.0,7.0,3.0,3.0,0.0,,,4.0,4.0,2.0,3.0,2.0,3.0,,,,,2.0,4.0,2.0,4.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1701077.0,1,6,1,44.0,2021-02-23,"(8.0, 11, 0.7272727272727273)",8.0,11,0.7272727272727273,0.20085451819679953
2862,180774.0,21170180774.0,17,2021,2021,17,1708.0,1700002021,170799821,1700001.0,1.0,2,55,0.18327238,0.09130142,Core A,15.0,2.0,3.0,,0.0,,1,1.0,2.0,,2.0,,2.0,,,,,,2.0,1.0,,,,5.0,3.0,7.0,2.0,3.0,2.0,1.0,3.0,5.0,2.0,,3.0,2.0,1.0,1982.0,1.0,5.0,7.0,4.0,4.0,0.0,,,,3.0,,,,,4.0,,3.0,2.0,2.0,2.0,4.0,5.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1701001.0,1,6,1,44.0,2021-02-25,"(4.0, 7, 0.5714285714285714)",4.0,7,0.5714285714285714,0.1047270723751613
2863,189691.0,21170189691.0,17,2021,2021,17,1708.0,1700002021,171435321,1700001.0,1.0,2,30,0.4572205,0.22777507,Core A,1.0,2.0,2.0,,0.0,,2,2.0,,2.0,2.0,,2.0,,,3.0,1.0,,,1.0,,,,3.0,6.0,6.0,4.0,2.0,6.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,,,3.0,7.0,3.0,3.0,0.0,,,4.0,4.0,2.0,2.0,2.0,2.0,,,,,2.0,3.0,4.0,4.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1701011.0,1,6,1,44.0,2021-03-12,"(5.0, 11, 0.45454545454545453)",5.0,11,0.45454545454545453,0.20782749761234628
2865,350751.0,21170350751.0,17,2021,2021,17,1708.0,1700002021,170709221,1700001.0,1.0,2,62,0.6068319,0.3023075,Core A,19.0,4.0,1.0,,0.0,,2,2.0,,2.0,1.0,,1.0,,,,,1.0,2.0,,2.0,,1.0,4.0,1.0,7.0,5.0,7.0,7.0,7.0,6.0,4.0,1.0,1.0,2.0,4.0,2.0,,,1.0,7.0,1.0,2.0,0.0,,,,3.0,2.0,1.0,2.0,2.0,,,,,2.0,1.0,2.0,5.0,2.0,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1701077.0,1,6,1,44.0,2021-02-24,"(9.0, 11, 0.8181818181818182)",9.0,11,0.8181818181818182,0.49649883400310174
2867,360675.0,21170360675.0,17,2021,2021,17,1705.0,1700002021,170859021,1700018.0,2.0,1,20,1.6001521,0.7971532,Core A,22.0,1.0,1.0,,0.0,,1,3.0,,1.0,1.0,,1.0,,,2.0,2.0,,,,2.0,,2.0,2.0,6.0,7.0,5.0,6.0,6.0,7.0,5.0,4.0,3.0,2.0,3.0,4.0,2.0,,,2.0,6.0,2.0,4.0,0.0,,,3.0,3.0,,,,,1.0,2.0,3.0,3.0,4.0,3.0,1.0,4.0,2.0,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1718077.0,1,6,1,44.0,2021-02-26,"(8.0, 11, 0.7272727272727273)",8.0,11,0.7272727272727273,1.1637470071965998
2875,345866.0,21170345866.0,17,2021,2021,17,1707.0,1700002021,170504621,1700001.0,1.0,2,66,3.0,1.4945201,Core A,71.0,1.0,2.0,,0.0,,2,1.0,,2.0,2.0,1.0,,,,,,3.0,2.0,1.0,,,,,3.0,7.0,7.0,7.0,7.0,5.0,7.0,1.0,3.0,3.0,3.0,3.0,2.0,,,1.0,7.0,1.0,2.0,0.0,,,1.0,2.0,,,,,1.0,3.0,1.0,3.0,2.0,4.0,3.0,5.0,2.0,,,,,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1701019.0,1,6,1,44.0,2021-02-20,"(3.0, 7, 0.42857142857142855)",3.0,7,0.42857142857142855,1.2857142857142856
2877,95949.0,21170095949.0,17,2021,2021,17,1708.0,1700002021,170962921,1700001.0,1.0,1,31,0.5706071,0.2842613,Core A,2.0,2.0,2.0,,0.0,,1,2.0,,2.0,2.0,2.0,,,,,,1.0,2.0,,1.0,,,4.0,5.0,6.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,1.0,1.0,2016.0,2.0,4.0,5.0,4.0,4.0,0.0,,,3.0,3.0,,,,,1.0,3.0,1.0,3.0,3.0,,2.0,5.0,2.0,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1701012.0,1,6,1,44.0,2021-03-02,"(5.0, 9, 0.5555555555555556)",5.0,9,0.5555555555555556,0.3170039587550693
2878,71107.0,21170071107.0,17,2021,2021,17,1704.0,1700002021,170738321,1700017.0,1.0,1,22,1.869442,0.9313062,Core A,70.0,2.0,2.0,,1.0,2.0,1,1.0,,2.0,2.0,2.0,,,,1.0,3.0,,,1.0,,,2.0,4.0,4.0,5.0,3.0,,4.0,4.0,7.0,2.0,4.0,2.0,2.0,2.0,2.0,,,3.0,7.0,3.0,3.0,0.0,,,3.0,3.0,,,,,1.0,2.0,2.0,2.0,3.0,2.0,4.0,4.0,2.0,,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1717016.0,1,6,1,44.0,2021-02-25,"(5.0, 9, 0.5555555555555556)",5.0,9,0.5555555555555556,1.0385788811577692
